drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,score,prefix
15263,83859.0,Enasidenib,acute myeloid leukemia with t(9;11)(p22;q23),disease-protein-drug,indication,"['acute myeloid leukemia with t(9;11)(p22;q23)', 'IDH2', 'Enasidenib']",0.5,"Question: Is acute myeloid leukemia with t(9;11)(p22;q23) an indication for Enasidenib?
Reasoning: The disease acute myeloid leukemia with t(9;11)(p22;q23) is associated with the gene IDH2, which is targeted by the drug Enasidenib. These connections suggest that Enasidenib may be effective in treating acute myeloid leukemia with t(9;11)(p22;q23).
Answer: YES"
20394,27286.0,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'KAT8', 'Sulfabenzamide']",1.0,"Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene KAT8. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'FUT8', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Seizure, which in turn affects the gene FUT8. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
15193,28801.0,Rotigotine,juvenile onset Parkinson disease 19A,disease-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'DRD1', 'Rotigotine']",0.5,"Question: Is juvenile onset Parkinson disease 19A an indication for Rotigotine?
Reasoning: The disease juvenile onset Parkinson disease 19A is associated with the gene DRD1, which is targeted by the drug Rotigotine. These connections suggest that Rotigotine may be effective in treating juvenile onset Parkinson disease 19A.
Answer: YES"
14030,33534.0,Prednisolone,pediatric systemic lupus erythematosus,disease-phenotype-protein-drug,indication,"['pediatric systemic lupus erythematosus', 'Thrombocytopenia', 'ALB', 'Prednisolone']",0.5,"Question: Is pediatric systemic lupus erythematosus an indication for Prednisolone?
Reasoning: The disease pediatric systemic lupus erythematosus is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is targeted by the drug Prednisolone. These connections suggest that Prednisolone may be effective in treating pediatric systemic lupus erythematosus.
Answer: YES"
14830,28974.0,Amantadine,early-onset parkinsonism-intellectual disability syndrome,disease-phenotype-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'Seizure', 'CHRNA3', 'Amantadine']",0.5,"Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Amantadine?
Reasoning: The disease early-onset parkinsonism-intellectual disability syndrome is associated with the phenotype Seizure, which in turn affects the gene CHRNA3. This gene is targeted by the drug Amantadine. These connections suggest that Amantadine may be effective in treating early-onset parkinsonism-intellectual disability syndrome.
Answer: YES"
14269,27648.0,Methylprednisolone,familial glucocorticoid deficiency,disease-phenotype-protein-drug,indication,"['familial glucocorticoid deficiency', 'Vomiting', 'ABCB1', 'Methylprednisolone']",0.5,"Question: Is familial glucocorticoid deficiency an indication for Methylprednisolone?
Reasoning: The disease familial glucocorticoid deficiency is associated with the phenotype Vomiting, which in turn affects the gene ABCB1. This gene is targeted by the drug Methylprednisolone. These connections suggest that Methylprednisolone may be effective in treating familial glucocorticoid deficiency.
Answer: YES"
14948,83769.0,Teniposide,precursor T-cell acute lymphoblastic leukemia,disease-protein-drug,indication,"['precursor T-cell acute lymphoblastic leukemia', 'ABCG2', 'Teniposide']",0.5,"Question: Is precursor T-cell acute lymphoblastic leukemia an indication for Teniposide?
Reasoning: The disease precursor T-cell acute lymphoblastic leukemia is associated with the gene ABCG2, which is targeted by the drug Teniposide. These connections suggest that Teniposide may be effective in treating precursor T-cell acute lymphoblastic leukemia.
Answer: YES"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Infertility', 'TTC19', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Infertility, which in turn affects the gene TTC19. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
20302,32384.0,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CDKL5', 'Potassium Iodide']",1.0,"Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene CDKL5. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14906,37703.0,Toloxatone,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'MAOA', 'Toloxatone']",0.5,"Question: Is neurotic disorder an indication for Toloxatone?
Reasoning: The disease neurotic disorder is associated with the gene MAOA, which is targeted by the drug Toloxatone. These connections suggest that Toloxatone may be effective in treating neurotic disorder.
Answer: YES"
20302,32384.0,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'HACE1', 'Potassium Iodide']",1.0,"Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene HACE1. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Short stature', 'IQSEC1', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Short stature, which in turn affects the gene IQSEC1. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
16793,32629.0,Chlorothiazide,familial intrahepatic cholestasis,disease-phenotype-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'Splenomegaly', 'CYP1A2', 'Chlorothiazide']",1.0,"Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Reasoning: The disease familial intrahepatic cholestasis is associated with the phenotype Splenomegaly, which in turn affects the gene CYP1A2. This gene is not targeted by the drug Chlorothiazide. These connections suggest that Chlorothiazide may not be effective in treating familial intrahepatic cholestasis.
Answer: NO"
20302,32384.0,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Hypotonia', 'KANSL1', 'Potassium Iodide']",1.0,"Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Hypotonia, which in turn affects the gene KANSL1. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14792,83819.0,Paclitaxel,malignant dysgerminomatous germ cell tumor of ovary,disease-protein-drug,indication,"['malignant dysgerminomatous germ cell tumor of ovary', 'CYP1B1', 'Paclitaxel']",0.5,"Question: Is malignant dysgerminomatous germ cell tumor of ovary an indication for Paclitaxel?
Reasoning: The disease malignant dysgerminomatous germ cell tumor of ovary is associated with the gene CYP1B1, which is targeted by the drug Paclitaxel. These connections suggest that Paclitaxel may be effective in treating malignant dysgerminomatous germ cell tumor of ovary.
Answer: YES"
16014,28780.0,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'GAMT', 'Chlorprothixene']",1.0,"Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene GAMT. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
14685,35739.0,Progesterone,uterine corpus cancer,disease-protein-drug,indication,"['uterine corpus cancer', 'ESR2', 'Progesterone']",0.5,"Question: Is uterine corpus cancer an indication for Progesterone?
Reasoning: The disease uterine corpus cancer is associated with the gene ESR2, which is targeted by the drug Progesterone. These connections suggest that Progesterone may be effective in treating uterine corpus cancer.
Answer: YES"
14060,33296.0,Levothyroxine,familial papillary or follicular thyroid carcinoma,disease-phenotype-protein-drug,indication,"['familial papillary or follicular thyroid carcinoma', 'Pain', 'ALB', 'Levothyroxine']",0.5,"Question: Is familial papillary or follicular thyroid carcinoma an indication for Levothyroxine?
Reasoning: The disease familial papillary or follicular thyroid carcinoma is associated with the phenotype Pain, which in turn affects the gene ALB. This gene is targeted by the drug Levothyroxine. These connections suggest that Levothyroxine may be effective in treating familial papillary or follicular thyroid carcinoma.
Answer: YES"
14208,83765.0,Testosterone,hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,disease-protein-drug,indication,"['hypogonadotropic hypogonadism-frontoparietal alopecia syndrome', 'CYP19A1', 'Testosterone']",0.5,"Question: Is hypogonadotropic hypogonadism-frontoparietal alopecia syndrome an indication for Testosterone?
Reasoning: The disease hypogonadotropic hypogonadism-frontoparietal alopecia syndrome is associated with the gene CYP19A1, which is targeted by the drug Testosterone. These connections suggest that Testosterone may be effective in treating hypogonadotropic hypogonadism-frontoparietal alopecia syndrome.
Answer: YES"
14269,83791.0,Methylprednisolone,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'ALB', 'Methylprednisolone']",0.5,"Question: Is vasomotor rhinitis an indication for Methylprednisolone?
Reasoning: The disease vasomotor rhinitis is associated with the gene ALB, which is targeted by the drug Methylprednisolone. These connections suggest that Methylprednisolone may be effective in treating vasomotor rhinitis.
Answer: YES"
14059,32622.0,Liothyronine,thyroid gland undifferentiated (anaplastic) carcinoma,disease-phenotype-protein-drug,indication,"['thyroid gland undifferentiated (anaplastic) carcinoma', 'Pain', 'ALB', 'Liothyronine']",0.5,"Question: Is thyroid gland undifferentiated (anaplastic) carcinoma an indication for Liothyronine?
Reasoning: The disease thyroid gland undifferentiated (anaplastic) carcinoma is associated with the phenotype Pain, which in turn affects the gene ALB. This gene is targeted by the drug Liothyronine. These connections suggest that Liothyronine may be effective in treating thyroid gland undifferentiated (anaplastic) carcinoma.
Answer: YES"
15984,29078.0,Oxaprozin,rheumatoid arthritis,disease-phenotype-protein-drug,indication,"['rheumatoid arthritis', 'Fever', 'PTGS2', 'Oxaprozin']",0.5,"Question: Is rheumatoid arthritis an indication for Oxaprozin?
Reasoning: The disease rheumatoid arthritis is associated with the phenotype Fever, which in turn affects the gene PTGS2. This gene is targeted by the drug Oxaprozin. These connections suggest that Oxaprozin may be effective in treating rheumatoid arthritis.
Answer: YES"
14603,28208.0,Chlorpropamide,type 2 diabetes mellitus,disease-protein-drug,indication,"['type 2 diabetes mellitus', 'ABCC8', 'Chlorpropamide']",0.5,"Question: Is type 2 diabetes mellitus an indication for Chlorpropamide?
Reasoning: The disease type 2 diabetes mellitus is associated with the gene ABCC8, which is targeted by the drug Chlorpropamide. These connections suggest that Chlorpropamide may be effective in treating type 2 diabetes mellitus.
Answer: YES"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Hearing impairment', 'ADGRV1', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Hearing impairment, which in turn affects the gene ADGRV1. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
15012,83796.0,Temsirolimus,lymphosarcoma,disease-protein-drug,indication,"['lymphosarcoma', 'MTOR', 'Temsirolimus']",0.5,"Question: Is lymphosarcoma an indication for Temsirolimus?
Reasoning: The disease lymphosarcoma is associated with the gene MTOR, which is targeted by the drug Temsirolimus. These connections suggest that Temsirolimus may be effective in treating lymphosarcoma.
Answer: YES"
16014,28780.0,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'FDFT1', 'Chlorprothixene']",1.0,"Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene FDFT1. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
20394,27286.0,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'ADCYAP1', 'Sulfabenzamide']",1.0,"Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene ADCYAP1. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
15295,33592.0,Triamterene,acidosis disorder,disease-phenotype-protein-drug,contraindication,"['acidosis disorder', 'Lactic acidosis', 'ATAD3A', 'Triamterene']",1.0,"Question: Is acidosis disorder an indication for Triamterene?
Reasoning: The disease acidosis disorder is associated with the phenotype Lactic acidosis, which in turn affects the gene ATAD3A. This gene is not targeted by the drug Triamterene. These connections suggest that Triamterene may not be effective in treating acidosis disorder.
Answer: NO"
14789,29863.0,Daunorubicin,monocytic leukemia,disease-protein-drug,indication,"['monocytic leukemia', 'TOP2B', 'Daunorubicin']",0.5,"Question: Is monocytic leukemia an indication for Daunorubicin?
Reasoning: The disease monocytic leukemia is associated with the gene TOP2B, which is targeted by the drug Daunorubicin. These connections suggest that Daunorubicin may be effective in treating monocytic leukemia.
Answer: YES"
15493,32759.0,Bromocriptine,hemiparkinsonism-hemiatrophy syndrome,disease-phenotype-protein-drug,indication,"['hemiparkinsonism-hemiatrophy syndrome', 'Tremor', 'HTR1A', 'Bromocriptine']",0.5,"Question: Is hemiparkinsonism-hemiatrophy syndrome an indication for Bromocriptine?
Reasoning: The disease hemiparkinsonism-hemiatrophy syndrome is associated with the phenotype Tremor, which in turn affects the gene HTR1A. This gene is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating hemiparkinsonism-hemiatrophy syndrome.
Answer: YES"
20302,32384.0,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CACNA1E', 'Potassium Iodide']",1.0,"Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene CACNA1E. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14880,84229.0,Nicotine,nicotine dependence,disease-protein-drug,indication,"['nicotine dependence', 'CYP2A6', 'Nicotine']",0.5,"Question: Is nicotine dependence an indication for Nicotine?
Reasoning: The disease nicotine dependence is associated with the gene CYP2A6, which is targeted by the drug Nicotine. These connections suggest that Nicotine may be effective in treating nicotine dependence.
Answer: YES"
14030,28830.0,Prednisolone,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'ABCB1', 'Prednisolone']",0.5,"Question: Is leukemia, lymphocytic, susceptibility to an indication for Prednisolone?
Reasoning: The disease leukemia, lymphocytic, susceptibility to is associated with the gene ABCB1, which is targeted by the drug Prednisolone. These connections suggest that Prednisolone may be effective in treating leukemia, lymphocytic, susceptibility to.
Answer: YES"
20302,32384.0,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'AFF3', 'Potassium Iodide']",1.0,"Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene AFF3. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14945,29646.0,Sorafenib,hepatocellular carcinoma,disease-phenotype-protein-drug,indication,"['hepatocellular carcinoma', 'Hepatomegaly', 'CYP1A2', 'Sorafenib']",0.5,"Question: Is hepatocellular carcinoma an indication for Sorafenib?
Reasoning: The disease hepatocellular carcinoma is associated with the phenotype Hepatomegaly, which in turn affects the gene CYP1A2. This gene is targeted by the drug Sorafenib. These connections suggest that Sorafenib may be effective in treating hepatocellular carcinoma.
Answer: YES"
15087,38957.0,Venlafaxine,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'SLC6A4', 'Venlafaxine']",0.5,"Question: Is major depressive disorder an indication for Venlafaxine?
Reasoning: The disease major depressive disorder is associated with the gene SLC6A4, which is targeted by the drug Venlafaxine. These connections suggest that Venlafaxine may be effective in treating major depressive disorder.
Answer: YES"
14034,37888.0,Budesonide,allergic rhinitis,disease-phenotype-protein-drug,indication,"['allergic rhinitis', 'Allergy', 'ALB', 'Budesonide']",0.5,"Question: Is allergic rhinitis an indication for Budesonide?
Reasoning: The disease allergic rhinitis is associated with the phenotype Allergy, which in turn affects the gene ALB. This gene is targeted by the drug Budesonide. These connections suggest that Budesonide may be effective in treating allergic rhinitis.
Answer: YES"
15200,33618.0,Vernakalant,atrial fibrillation (disease),disease-protein-drug,indication,"['atrial fibrillation (disease)', 'KCND3', 'Vernakalant']",0.5,"Question: Is atrial fibrillation (disease) an indication for Vernakalant?
Reasoning: The disease atrial fibrillation (disease) is associated with the gene KCND3, which is targeted by the drug Vernakalant. These connections suggest that Vernakalant may be effective in treating atrial fibrillation (disease).
Answer: YES"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'GM2A', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Seizure, which in turn affects the gene GM2A. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Hearing impairment', 'OTOA', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Hearing impairment, which in turn affects the gene OTOA. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
14275,83821.0,Doxorubicin,malignant Sertoli-Leydig cell tumor of ovary,disease-protein-drug,indication,"['malignant Sertoli-Leydig cell tumor of ovary', 'CYP1B1', 'Doxorubicin']",0.5,"Question: Is malignant Sertoli-Leydig cell tumor of ovary an indication for Doxorubicin?
Reasoning: The disease malignant Sertoli-Leydig cell tumor of ovary is associated with the gene CYP1B1, which is targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may be effective in treating malignant Sertoli-Leydig cell tumor of ovary.
Answer: YES"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'PPP2CA', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Seizure, which in turn affects the gene PPP2CA. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
14792,37152.0,Paclitaxel,familial ovarian cancer,disease-protein-drug,indication,"['familial ovarian cancer', 'CYP1B1', 'Paclitaxel']",0.5,"Question: Is familial ovarian cancer an indication for Paclitaxel?
Reasoning: The disease familial ovarian cancer is associated with the gene CYP1B1, which is targeted by the drug Paclitaxel. These connections suggest that Paclitaxel may be effective in treating familial ovarian cancer.
Answer: YES"
14806,31408.0,Entacapone,X-linked parkinsonism-spasticity syndrome,disease-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'CYP2D6', 'Entacapone']",0.5,"Question: Is X-linked parkinsonism-spasticity syndrome an indication for Entacapone?
Reasoning: The disease X-linked parkinsonism-spasticity syndrome is associated with the gene CYP2D6, which is targeted by the drug Entacapone. These connections suggest that Entacapone may be effective in treating X-linked parkinsonism-spasticity syndrome.
Answer: YES"
20394,27286.0,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'SYN2', 'Sulfabenzamide']",1.0,"Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene SYN2. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
20394,27286.0,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'CDK8', 'Sulfabenzamide']",1.0,"Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene CDK8. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
15778,27219.0,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'IMPA1', 'Tolazamide']",1.0,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Seizure, which in turn affects the gene IMPA1. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
16014,28780.0,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Memory impairment', 'IL1B', 'Chlorprothixene']",1.0,"Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Memory impairment, which in turn affects the gene IL1B. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
