drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,score,prefix
14204,33623,Sulindac,macrocytic anemia (disease),disease-protein-drug,contraindication,"['macrocytic anemia (disease)', 'HOXD13', 'Sulindac']",0.0015167043865368,"Question: Is macrocytic anemia (disease) an indication for Sulindac?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'RAN', 'Ibuprofen']",0.0089041059302728,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Allergy', 'TNFRSF1A', 'Thiopental']",0.0034856834453451,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
15449,36229,Ethosuximide,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'CSF3', 'Ethosuximide']",0.0016254896437976,"Question: Is agranulocytosis an indication for Ethosuximide?
Answer: NO"
20337,37765,Monopotassium phosphate,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'A2M', 'Monopotassium phosphate']",0.006699847848466,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'ALOX5', 'Topotecan']",0.0052612646744474,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'ATF3', 'Capecitabine']",0.0048943434965039,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Hyperkalemia', 'CYP17A1', 'Diiodohydroxyquinoline']",0.0107449216233169,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'LTBP3', 'Ibuprofen']",0.0088999434172532,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
16217,83779,Serine,schizoaffective disorder,disease-protein-drug,contraindication,"['schizoaffective disorder', 'SNAP25', 'Serine']",0.0021494886597289,"Question: Is schizoaffective disorder an indication for Serine?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'EGFR', 'Topotecan']",0.0052586017961236,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
16217,83779,Serine,schizoaffective disorder,disease-protein-drug,contraindication,"['schizoaffective disorder', 'AVP', 'Serine']",0.0021833077821696,"Question: Is schizoaffective disorder an indication for Serine?
Answer: NO"
17238,29113,Dimenhydrinate,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'CD163', 'Dimenhydrinate']",0.0018922599630877,"Question: Is diabetic ketoacidosis an indication for Dimenhydrinate?
Answer: NO"
14943,29646,Levonorgestrel,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Abnormality of the liver', 'CCDC47', 'Levonorgestrel']",0.0121244974290098,"Question: Is hepatocellular carcinoma an indication for Levonorgestrel?
Answer: NO"
14943,29646,Levonorgestrel,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Dyspnea', 'NPPB', 'Levonorgestrel']",0.012237383096481,"Question: Is hepatocellular carcinoma an indication for Levonorgestrel?
Answer: NO"
14204,33623,Sulindac,macrocytic anemia (disease),disease-protein-drug,contraindication,"['macrocytic anemia (disease)', 'CSF3', 'Sulindac']",0.0016193513302434,"Question: Is macrocytic anemia (disease) an indication for Sulindac?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'TBCD', 'Tolbutamide']",0.0202758734449703,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
15449,36229,Ethosuximide,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'RPS14', 'Ethosuximide']",0.0015199108633151,"Question: Is agranulocytosis an indication for Ethosuximide?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'EEF2', 'Ibuprofen']",0.0088999434172532,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'MAPK3', 'Capecitabine']",0.0048943434965039,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'SLC2A1', 'Capecitabine']",0.0048953345870505,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'TNFSF10', 'Capecitabine']",0.0048940883200116,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
16698,29854,Enalaprilat,hereditary angioedema,disease-phenotype-protein-drug,contraindication,"['hereditary angioedema', 'Vomiting', 'TACR1', 'Enalaprilat']",0.0011447841244112,"Question: Is hereditary angioedema an indication for Enalaprilat?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'SLC5A5', 'Topotecan']",0.0052563463460439,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'SKP2', 'Capecitabine']",0.0048952293513398,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Delayed puberty', 'IGFALS', 'Diiodohydroxyquinoline']",0.0106166609967857,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
16217,83779,Serine,schizoaffective disorder,disease-protein-drug,contraindication,"['schizoaffective disorder', 'NPAS2', 'Serine']",0.0021556717303536,"Question: Is schizoaffective disorder an indication for Serine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Hyponatremia', 'AVP', 'Diiodohydroxyquinoline']",0.0106350404049227,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Headache', 'GNRH1', 'Thiopental']",0.0035354956658375,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
17232,27648,Triprolidine,familial glucocorticoid deficiency,disease-phenotype-protein-drug,contraindication,"['familial glucocorticoid deficiency', 'Vomiting', 'ASPG', 'Triprolidine']",0.0020364563229762,"Question: Is familial glucocorticoid deficiency an indication for Triprolidine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Cyanosis', 'ADRA2B', 'Diiodohydroxyquinoline']",0.0106072221032441,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
19207,29113,Carbidopa,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'CTF1', 'Carbidopa']",0.0024071314208811,"Question: Is diabetic ketoacidosis an indication for Carbidopa?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Fever', 'CRH', 'Ganciclovir']",0.0018682523531339,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
15985,37785,Balsalazide,ulcerative colitis (disease),disease-protein-drug,indication,"['ulcerative colitis (disease)', 'GNA12', 'Balsalazide']",0.0039939882517678,"Question: Is ulcerative colitis (disease) an indication for Balsalazide?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'EZR', 'Ibuprofen']",0.008900092371952,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
14943,29646,Levonorgestrel,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Abdominal pain', 'IFNA2', 'Levonorgestrel']",0.0122843224408364,"Question: Is hepatocellular carcinoma an indication for Levonorgestrel?
Answer: NO"
20337,37765,Monopotassium phosphate,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'ANKS6', 'Monopotassium phosphate']",0.0066995926719736,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'APOE', 'Tolbutamide']",0.0202669351423599,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
15089,83916,Codeine,morbid obesity,disease-protein-drug,contraindication,"['morbid obesity', 'MC4R', 'Codeine']",0.0009664242018405,"Question: Is morbid obesity an indication for Codeine?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Ataxia', 'SYNE1', 'Tolbutamide']",0.0202753193127107,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
16217,83779,Serine,schizoaffective disorder,disease-protein-drug,contraindication,"['schizoaffective disorder', 'MED15', 'Serine']",0.0021494886597289,"Question: Is schizoaffective disorder an indication for Serine?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Back pain', 'PLAT', 'Thiopental']",0.0035817562436138,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Weight loss', 'CD14', 'Diiodohydroxyquinoline']",0.0106022562011907,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
19207,29113,Carbidopa,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'PRKAR1A', 'Carbidopa']",0.0024071314208811,"Question: Is diabetic ketoacidosis an indication for Carbidopa?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Fever', 'STAT3', 'Ganciclovir']",0.0018528531565919,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
17232,27648,Triprolidine,familial glucocorticoid deficiency,disease-phenotype-protein-drug,contraindication,"['familial glucocorticoid deficiency', 'Hyperkalemia', 'CYP17A1', 'Triprolidine']",0.002144826878175,"Question: Is familial glucocorticoid deficiency an indication for Triprolidine?
Answer: NO"
20337,37765,Monopotassium phosphate,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'SPARC', 'Monopotassium phosphate']",0.0067047130695415,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Allergy', 'CXCL1', 'Thiopental']",0.0034887570215817,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'TREX1', 'Tolbutamide']",0.0202686444191081,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'ZFP36', 'Ibuprofen']",0.0088999434172532,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Infertility', 'PTGER2', 'Tolbutamide']",0.0202755708935088,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
17235,33683,Methdilazine,urticaria (disease),disease-protein-drug,indication,"['urticaria (disease)', 'GSTM1', 'Methdilazine']",0.0021324691466664,"Question: Is urticaria (disease) an indication for Methdilazine?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Thrombocytopenia', 'IL3', 'Ganciclovir']",0.0018519429721058,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'TP63', 'Topotecan']",0.0052602636856293,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'SELENBP1', 'Capecitabine']",0.0049001656717256,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Seizure', 'HEXB', 'Diiodohydroxyquinoline']",0.0105986043534973,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'BRAF', 'Topotecan']",0.0052563463460439,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'SMAD3', 'Ibuprofen']",0.008900779612418,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Headache', 'IL6', 'Ganciclovir']",0.0020213126732152,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
14943,29646,Levonorgestrel,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Anasarca', 'TNF', 'Levonorgestrel']",0.0121471491182533,"Question: Is hepatocellular carcinoma an indication for Levonorgestrel?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Hearing impairment', 'TLR4', 'Tolbutamide']",0.0202669547844723,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Seizure', 'ALPL', 'Diiodohydroxyquinoline']",0.0106181017317056,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Thrombocytopenia', 'GP1BB', 'Ganciclovir']",0.0018478522011622,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'CHMP4C', 'Topotecan']",0.005256197391345,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'BMP4', 'Ibuprofen']",0.0089005902901706,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
15985,37785,Balsalazide,ulcerative colitis (disease),disease-protein-drug,indication,"['ulcerative colitis (disease)', 'IL7R', 'Balsalazide']",0.0039939882517678,"Question: Is ulcerative colitis (disease) an indication for Balsalazide?
Answer: NO"
15089,83916,Codeine,morbid obesity,disease-protein-drug,contraindication,"['morbid obesity', 'KSR2', 'Codeine']",0.0009644239282532,"Question: Is morbid obesity an indication for Codeine?
Answer: NO"
19207,29113,Carbidopa,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'PRKAA1', 'Carbidopa']",0.0024080984693604,"Question: Is diabetic ketoacidosis an indication for Carbidopa?
Answer: NO"
20337,37765,Monopotassium phosphate,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'CCL2', 'Monopotassium phosphate']",0.006727718964427,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
19207,29113,Carbidopa,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'INS', 'Carbidopa']",0.0025341190131668,"Question: Is diabetic ketoacidosis an indication for Carbidopa?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Allergy', 'IL17A', 'Thiopental']",0.0035040797164441,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'DDX3X', 'Ibuprofen']",0.0089158997171617,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
17235,33683,Methdilazine,urticaria (disease),disease-protein-drug,indication,"['urticaria (disease)', 'IL1B', 'Methdilazine']",0.0022320400867315,"Question: Is urticaria (disease) an indication for Methdilazine?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Headache', 'IFNA2', 'Ganciclovir']",0.0020776544257102,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'EGFR', 'Capecitabine']",0.0048963437700913,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
15089,83916,Codeine,morbid obesity,disease-protein-drug,contraindication,"['morbid obesity', 'BDNF', 'Codeine']",0.0009794956716219,"Question: Is morbid obesity an indication for Codeine?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Cyanosis', 'TGFB2', 'Diiodohydroxyquinoline']",0.0106072221032441,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'APEX1', 'Tolbutamide']",0.0202683686584919,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'IL6ST', 'Capecitabine']",0.004916461942731,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'LEP', 'Tolbutamide']",0.0202940054619008,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
14943,29646,Levonorgestrel,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Fever', 'POMC', 'Levonorgestrel']",0.0120743298487829,"Question: Is hepatocellular carcinoma an indication for Levonorgestrel?
Answer: NO"
15985,37785,Balsalazide,ulcerative colitis (disease),disease-protein-drug,indication,"['ulcerative colitis (disease)', 'NKX2-3', 'Balsalazide']",0.0039939882517678,"Question: Is ulcerative colitis (disease) an indication for Balsalazide?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Short stature', 'IQSEC1', 'Tolbutamide']",0.0202717572869133,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
20337,37765,Monopotassium phosphate,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'HSD11B2', 'Monopotassium phosphate']",0.0066995926719736,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
17232,27648,Triprolidine,familial glucocorticoid deficiency,disease-phenotype-protein-drug,contraindication,"['familial glucocorticoid deficiency', 'Recurrent infections', 'CR2', 'Triprolidine']",0.0020058369996896,"Question: Is familial glucocorticoid deficiency an indication for Triprolidine?
Answer: NO"
17238,29113,Dimenhydrinate,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'CASP1', 'Dimenhydrinate']",0.0018938832731809,"Question: Is diabetic ketoacidosis an indication for Dimenhydrinate?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'AKR1C1', 'Ibuprofen']",0.0088999434172532,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
14758,83822,Capecitabine,"theca steroid-producing cell malignant tumor of ovary, not further specified",disease-protein-drug,off-label use,"['theca steroid-producing cell malignant tumor of ovary, not further specified', 'ALOX12B', 'Capecitabine']",0.0048940883200116,"Question: Is theca steroid-producing cell malignant tumor of ovary, not further specified an indication for Capecitabine?
Answer: NO"
14304,27219,Tolbutamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'OPRK1', 'Tolbutamide']",0.0202664937284927,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolbutamide?
Answer: NO"
14898,39531,Phenylpropanolamine,liver failure,disease-protein-drug,contraindication,"['liver failure', 'F2', 'Phenylpropanolamine']",0.0016837545519397,"Question: Is liver failure an indication for Phenylpropanolamine?
Answer: NO"
20263,29352,Ganciclovir,cyclic hematopoiesis,disease-phenotype-protein-drug,contraindication,"['cyclic hematopoiesis', 'Thrombocytopenia', 'ITGB3', 'Ganciclovir']",0.0018468919809398,"Question: Is cyclic hematopoiesis an indication for Ganciclovir?
Answer: NO"
15985,37785,Balsalazide,ulcerative colitis (disease),disease-protein-drug,indication,"['ulcerative colitis (disease)', 'STAT3', 'Balsalazide']",0.0040020016482504,"Question: Is ulcerative colitis (disease) an indication for Balsalazide?
Answer: NO"
17238,29113,Dimenhydrinate,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'SREBF1', 'Dimenhydrinate']",0.0018953911546669,"Question: Is diabetic ketoacidosis an indication for Dimenhydrinate?
Answer: NO"
15481,37423,Topotecan,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'MSH6', 'Topotecan']",0.005256197391345,"Question: Is ovarian clear cell adenocarcinoma an indication for Topotecan?
Answer: NO"
15834,31072,Thiopental,pseudotumor cerebri,disease-phenotype-protein-drug,indication,"['pseudotumor cerebri', 'Allergy', 'HLA-DQB1', 'Thiopental']",0.00348555526199,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: NO"
20431,30813,Diiodohydroxyquinoline,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Arthralgia', 'MVK', 'Diiodohydroxyquinoline']",0.0106375585032131,"Question: Is Addison disease an indication for Diiodohydroxyquinoline?
Answer: NO"
14204,33623,Sulindac,macrocytic anemia (disease),disease-protein-drug,contraindication,"['macrocytic anemia (disease)', 'THRA', 'Sulindac']",0.001512511649457,"Question: Is macrocytic anemia (disease) an indication for Sulindac?
Answer: NO"
14287,36209,Ibuprofen,arthropathy,disease-protein-drug,indication,"['arthropathy', 'SCRN1', 'Ibuprofen']",0.0088999434172532,"Question: Is arthropathy an indication for Ibuprofen?
Answer: NO"
