drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,score,prefix
14153,83763,Valproic acid,manic bipolar affective disorder,disease-protein-drug,indication,"['manic bipolar affective disorder', 'SCN2A', 'Valproic acid']",0.0011509031735352,"Question: Is manic bipolar affective disorder an indication for Valproic acid?
Answer: YES"
14540,83760,Amoxapine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A3', 'Amoxapine']",0.000734204149909,"Question: Is dysthymic disorder an indication for Amoxapine?
Answer: YES"
14737,37152,Carboplatin,familial ovarian cancer,disease-protein-drug,indication,"['familial ovarian cancer', 'ATP7B', 'Carboplatin']",0.0013270107838062,"Question: Is familial ovarian cancer an indication for Carboplatin?
Answer: YES"
16014,28313,Chlorprothixene,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR3E', 'Chlorprothixene']",0.0006284747367693,"Question: Is schizophrenia an indication for Chlorprothixene?
Answer: YES"
14310,37703,Doxepin,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'CYP2C19', 'Doxepin']",0.0006462938813103,"Question: Is neurotic disorder an indication for Doxepin?
Answer: YES"
14656,28005,Cannabidiol,developmental and epileptic encephalopathy,disease-phenotype-protein-drug,indication,"['developmental and epileptic encephalopathy', 'Hepatomegaly', 'CYP1A2', 'Cannabidiol']",0.0032477331685247,"Question: Is developmental and epileptic encephalopathy an indication for Cannabidiol?
Answer: YES"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'ALB', 'Imipramine']",0.0021551629198652,"Question: Is dysthymic disorder an indication for Imipramine?
Answer: YES"
16344,37785,Ferrous gluconate,ulcerative colitis (disease),disease-protein-drug,contraindication,"['ulcerative colitis (disease)', 'STAT3', 'Ferrous gluconate']",0.0026621421735174,"Question: Is ulcerative colitis (disease) an indication for Ferrous gluconate?
Answer: NO"
15018,28520,Midostaurin,myeloid leukemia,disease-protein-drug,indication,"['myeloid leukemia', 'FLT3', 'Midostaurin']",0.0014048572722602,"Question: Is myeloid leukemia an indication for Midostaurin?
Answer: YES"
14831,28974,Droxidopa,early-onset parkinsonism-intellectual disability syndrome,disease-phenotype-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'Seizure', 'SLC6A2', 'Droxidopa']",0.0028069991574553,"Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Droxidopa?
Answer: YES"
14904,28547,Safinamide,Parkinson disease,disease-protein-drug,indication,"['Parkinson disease', 'CYP2E1', 'Safinamide']",0.0006692191929392,"Question: Is Parkinson disease an indication for Safinamide?
Answer: YES"
20332,30094,Adomiparin,antithrombin III deficiency,disease-phenotype-protein-drug,contraindication,"['antithrombin III deficiency', 'Spontaneous abortion', 'TIMP3', 'Adomiparin']",0.0074750767085069,"Question: Is antithrombin III deficiency an indication for Adomiparin?
Answer: NO"
15126,38575,Donepezil,cerebellar degeneration,disease-protein-drug,indication,"['cerebellar degeneration', 'BCHE', 'Donepezil']",0.0037839651950424,"Question: Is cerebellar degeneration an indication for Donepezil?
Answer: YES"
14400,28714,Ivacaftor,cystic fibrosis,disease-phenotype-protein-drug,indication,"['cystic fibrosis', 'Male infertility', 'CFTR', 'Ivacaftor']",0.000752531537406,"Question: Is cystic fibrosis an indication for Ivacaftor?
Answer: YES"
14955,33188,Vincristine,neuroblastoma,disease-protein-drug,indication,"['neuroblastoma', 'ABCB1', 'Vincristine']",0.0017835488554696,"Question: Is neuroblastoma an indication for Vincristine?
Answer: YES"
15413,83816,Gemcitabine,ovarian carcinosarcoma,disease-protein-drug,indication,"['ovarian carcinosarcoma', 'TYMS', 'Gemcitabine']",0.0016130266366911,"Question: Is ovarian carcinosarcoma an indication for Gemcitabine?
Answer: YES"
15113,83960,Galantamine,Alzheimer disease without neurofibrillary tangles,disease-protein-drug,indication,"['Alzheimer disease without neurofibrillary tangles', 'BCHE', 'Galantamine']",0.003309621525831,"Question: Is Alzheimer disease without neurofibrillary tangles an indication for Galantamine?
Answer: YES"
14478,27219,Testosterone undecanoate,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,indication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'CYP11A1', 'Testosterone undecanoate']",0.0030420881170616,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Testosterone undecanoate?
Answer: YES"
14152,39728,Chlorthalidone,parapsoriasis,disease-protein-drug,contraindication,"['parapsoriasis', 'SERPINB8', 'Chlorthalidone']",0.0045667352272539,"Question: Is parapsoriasis an indication for Chlorthalidone?
Answer: NO"
16066,38784,Brompheniramine,Graves disease,disease-protein-drug,contraindication,"['Graves disease', 'SOD1', 'Brompheniramine']",0.0013767735748164,"Question: Is Graves disease an indication for Brompheniramine?
Answer: NO"
15781,83824,Acetylsalicylic acid,myocardial infarction,disease-protein-drug,indication,"['myocardial infarction', 'CASP3', 'Acetylsalicylic acid']",0.0020791985128661,"Question: Is myocardial infarction an indication for Acetylsalicylic acid?
Answer: YES"
14792,33688,Paclitaxel,non-small cell lung carcinoma (disease),disease-protein-drug,indication,"['non-small cell lung carcinoma (disease)', 'ABCB1', 'Paclitaxel']",0.0019199013555743,"Question: Is non-small cell lung carcinoma (disease) an indication for Paclitaxel?
Answer: YES"
14956,35641,Carbamazepine,epilepsy,disease-protein-drug,indication,"['epilepsy', 'SCN1A', 'Carbamazepine']",0.0009513011671725,"Question: Is epilepsy an indication for Carbamazepine?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Hepatomegaly', 'NR1I2', 'Sulfabenzamide']",0.013314135506132,"Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15113,28780,Galantamine,Alzheimer disease,disease-phenotype-protein-drug,indication,"['Alzheimer disease', 'Seizure', 'ACHE', 'Galantamine']",0.0032651829970489,"Question: Is Alzheimer disease an indication for Galantamine?
Answer: YES"
16056,28801,Procyclidine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Tremor', 'CHRM4', 'Procyclidine']",0.0008575743799754,"Question: Is juvenile onset Parkinson disease 19A an indication for Procyclidine?
Answer: YES"
15324,29078,Leflunomide,rheumatoid arthritis,disease-protein-drug,indication,"['rheumatoid arthritis', 'ABCG2', 'Leflunomide']",0.0009976171360136,"Question: Is rheumatoid arthritis an indication for Leflunomide?
Answer: YES"
14111,33452,Alitretinoin,granulomatous slack skin disease,disease-phenotype-protein-drug,contraindication,"['granulomatous slack skin disease', 'Erythema', 'OXT', 'Alitretinoin']",0.0013349253018194,"Question: Is granulomatous slack skin disease an indication for Alitretinoin?
Answer: NO"
14156,83764,Amitriptyline,hyperglycemia,disease-protein-drug,contraindication,"['hyperglycemia', 'INSR', 'Amitriptyline']",0.0016089850015417,"Question: Is hyperglycemia an indication for Amitriptyline?
Answer: NO"
17584,83770,Adalimumab,Crohn's colitis,disease-protein-drug,indication,"[""Crohn's colitis"", 'TNF', 'Adalimumab']",0.0021157531408835,"Question: Is Crohn's colitis an indication for Adalimumab?
Answer: YES"
14559,38682,Calcitriol,nephrocalcinosis,disease-protein-drug,indication,"['nephrocalcinosis', 'CYP24A1', 'Calcitriol']",0.0010932251668321,"Question: Is nephrocalcinosis an indication for Calcitriol?
Answer: YES"
14159,83791,Ipratropium,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'ALB', 'Ipratropium']",0.0018111217479914,"Question: Is vasomotor rhinitis an indication for Ipratropium?
Answer: YES"
16347,33589,Ferrous fumarate,hypochromic anemia,disease-protein-drug,indication,"['hypochromic anemia', 'TFRC', 'Ferrous fumarate']",0.0013853163924978,"Question: Is hypochromic anemia an indication for Ferrous fumarate?
Answer: YES"
14955,84157,Vincristine,diffuse large B-cell lymphoma of the central nervous system,disease-protein-drug,indication,"['diffuse large B-cell lymphoma of the central nervous system', 'ABCG2', 'Vincristine']",0.0011555705081125,"Question: Is diffuse large B-cell lymphoma of the central nervous system an indication for Vincristine?
Answer: YES"
14945,36999,Sorafenib,adenocarcinoma of liver and intrahepatic biliary tract,disease-protein-drug,indication,"['adenocarcinoma of liver and intrahepatic biliary tract', 'CYP2C8', 'Sorafenib']",0.0012374706349069,"Question: Is adenocarcinoma of liver and intrahepatic biliary tract an indication for Sorafenib?
Answer: YES"
14204,29078,Sulindac,rheumatoid arthritis,disease-protein-drug,indication,"['rheumatoid arthritis', 'PTGS1', 'Sulindac']",0.0012004190882397,"Question: Is rheumatoid arthritis an indication for Sulindac?
Answer: YES"
15250,27610,Fedratinib,primary myelofibrosis,disease-protein-drug,indication,"['primary myelofibrosis', 'JAK2', 'Fedratinib']",0.0008748720127292,"Question: Is primary myelofibrosis an indication for Fedratinib?
Answer: YES"
14176,83760,Fluoxetine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2D6', 'Fluoxetine']",0.0019732526766636,"Question: Is dysthymic disorder an indication for Fluoxetine?
Answer: YES"
16011,28249,Loxapine,major affective disorder,disease-protein-drug,indication,"['major affective disorder', 'ADRA2C', 'Loxapine']",0.000621284374384,"Question: Is major affective disorder an indication for Loxapine?
Answer: YES"
14144,29865,Topiramate,Lennox-Gastaut syndrome,disease-protein-drug,indication,"['Lennox-Gastaut syndrome', 'SCN1A', 'Topiramate']",0.0011993727808637,"Question: Is Lennox-Gastaut syndrome an indication for Topiramate?
Answer: YES"
14980,83790,Metronidazole,gout,disease-protein-drug,contraindication,"['gout', 'IL1B', 'Metronidazole']",0.0008688299586561,"Question: Is gout an indication for Metronidazole?
Answer: NO"
15599,37115,Regorafenib,squamous cell carcinoma of liver and intrahepatic biliary tract,disease-protein-drug,indication,"['squamous cell carcinoma of liver and intrahepatic biliary tract', 'BRAF', 'Regorafenib']",0.0012647668980931,"Question: Is squamous cell carcinoma of liver and intrahepatic biliary tract an indication for Regorafenib?
Answer: YES"
14275,33158,Doxorubicin,kidney Wilms tumor,disease-phenotype-protein-drug,indication,"['kidney Wilms tumor', 'Fever', 'NOS1', 'Doxorubicin']",0.0034077025004943,"Question: Is kidney Wilms tumor an indication for Doxorubicin?
Answer: YES"
14704,33626,Calcifediol,rickets (disease),disease-protein-drug,indication,"['rickets (disease)', 'VDR', 'Calcifediol']",0.0008371700482629,"Question: Is rickets (disease) an indication for Calcifediol?
Answer: YES"
14793,30826,Docetaxel,familial prostate carcinoma,disease-protein-drug,indication,"['familial prostate carcinoma', 'CYP3A5', 'Docetaxel']",0.0008349399486246,"Question: Is familial prostate carcinoma an indication for Docetaxel?
Answer: YES"
17950,33575,Dulaglutide,diabetes mellitus (disease),disease-protein-drug,indication,"['diabetes mellitus (disease)', 'GLP1R', 'Dulaglutide']",0.0004701077343489,"Question: Is diabetes mellitus (disease) an indication for Dulaglutide?
Answer: YES"
14266,37888,Fexofenadine,allergic rhinitis,disease-phenotype-protein-drug,indication,"['allergic rhinitis', 'Allergy', 'ALB', 'Fexofenadine']",0.0019214001102371,"Question: Is allergic rhinitis an indication for Fexofenadine?
Answer: YES"
15233,38957,Dosulepin,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'CYP2C19', 'Dosulepin']",0.0005458788861704,"Question: Is major depressive disorder an indication for Dosulepin?
Answer: YES"
15599,32621,Regorafenib,pediatric hepatocellular carcinoma,disease-protein-drug,indication,"['pediatric hepatocellular carcinoma', 'CYP2B6', 'Regorafenib']",0.0012532545192159,"Question: Is pediatric hepatocellular carcinoma an indication for Regorafenib?
Answer: YES"
14208,27219,Testosterone,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,indication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'CYP11A1', 'Testosterone']",0.0035216584522885,"Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Testosterone?
Answer: YES"
14269,29854,Methylprednisolone,hereditary angioedema,disease-phenotype-protein-drug,indication,"['hereditary angioedema', 'Vomiting', 'ABCB1', 'Methylprednisolone']",0.0026880035435503,"Question: Is hereditary angioedema an indication for Methylprednisolone?
Answer: YES"
14269,27452,Methylprednisolone,Diamond-Blackfan anemia,disease-phenotype-protein-drug,indication,"['Diamond-Blackfan anemia', 'Thrombocytopenia', 'ALB', 'Methylprednisolone']",0.0035142729066645,"Question: Is Diamond-Blackfan anemia an indication for Methylprednisolone?
Answer: YES"
14220,28801,Apomorphine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'DRD3', 'Apomorphine']",0.0033351630102974,"Question: Is juvenile onset Parkinson disease 19A an indication for Apomorphine?
Answer: YES"
15590,28313,Lurasidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'DRD2', 'Lurasidone']",0.000903228907123,"Question: Is schizophrenia an indication for Lurasidone?
Answer: YES"
14640,36104,Propylthiouracil,neutropenia,disease-protein-drug,contraindication,"['neutropenia', 'IFNA2', 'Propylthiouracil']",0.0012371966994133,"Question: Is neutropenia an indication for Propylthiouracil?
Answer: NO"
14945,29646,Sorafenib,hepatocellular carcinoma,disease-protein-drug,indication,"['hepatocellular carcinoma', 'CYP1A2', 'Sorafenib']",0.0017760521886174,"Question: Is hepatocellular carcinoma an indication for Sorafenib?
Answer: YES"
15291,28801,Ropinirole,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'DRD3', 'Ropinirole']",0.0029949128146804,"Question: Is juvenile onset Parkinson disease 19A an indication for Ropinirole?
Answer: YES"
16842,32759,Pramipexole,hemiparkinsonism-hemiatrophy syndrome,disease-phenotype-protein-drug,indication,"['hemiparkinsonism-hemiatrophy syndrome', 'Tremor', 'HTR1A', 'Pramipexole']",0.0012303834594622,"Question: Is hemiparkinsonism-hemiatrophy syndrome an indication for Pramipexole?
Answer: YES"
14706,29820,Cyanocobalamin,pernicious anemia,disease-protein-drug,indication,"['pernicious anemia', 'CBLIF', 'Cyanocobalamin']",0.0008493168399132,"Question: Is pernicious anemia an indication for Cyanocobalamin?
Answer: YES"
16062,37564,Homatropine methylbromide,gastric ulcer (disease),disease-protein-drug,contraindication,"['gastric ulcer (disease)', 'CAT', 'Homatropine methylbromide']",0.0009974106712835,"Question: Is gastric ulcer (disease) an indication for Homatropine methylbromide?
Answer: NO"
15196,28313,Sertindole,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'KCNH2', 'Sertindole']",0.0006140106435392,"Question: Is schizophrenia an indication for Sertindole?
Answer: YES"
14287,33609,Ibuprofen,osteoarthritis,disease-protein-drug,indication,"['osteoarthritis', 'PPARG', 'Ibuprofen']",0.0013967799284531,"Question: Is osteoarthritis an indication for Ibuprofen?
Answer: YES"
14299,83760,Sertraline,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'ABCB1', 'Sertraline']",0.0012008546692156,"Question: Is dysthymic disorder an indication for Sertraline?
Answer: YES"
14542,83760,Maprotiline,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'ADRA2A', 'Maprotiline']",0.0005137522911651,"Question: Is dysthymic disorder an indication for Maprotiline?
Answer: YES"
20320,36035,Cobalamin,hypertension,disease-protein-drug,contraindication,"['hypertension', 'AVP', 'Cobalamin']",0.0017004528657534,"Question: Is hypertension an indication for Cobalamin?
Answer: NO"
14320,28830,Dexamethasone,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'CYP2E1', 'Dexamethasone']",0.0021796893536922,"Question: Is leukemia, lymphocytic, susceptibility to an indication for Dexamethasone?
Answer: YES"
17224,39773,Ibudilast,allergic asthma,disease-protein-drug,indication,"['allergic asthma', 'PDE4D', 'Ibudilast']",0.0004079356533812,"Question: Is allergic asthma an indication for Ibudilast?
Answer: YES"
17063,32033,Talbutal,insomnia (disease),disease-protein-drug,indication,"['insomnia (disease)', 'GABRB3', 'Talbutal']",0.0004335507739558,"Question: Is insomnia (disease) an indication for Talbutal?
Answer: YES"
14806,28974,Entacapone,early-onset parkinsonism-intellectual disability syndrome,disease-phenotype-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'Rigidity', 'CYP2D6', 'Entacapone']",0.0020017129371408,"Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Entacapone?
Answer: YES"
14275,37047,Doxorubicin,immature ovarian teratoma,disease-protein-drug,indication,"['immature ovarian teratoma', 'CYP1B1', 'Doxorubicin']",0.0023107840693662,"Question: Is immature ovarian teratoma an indication for Doxorubicin?
Answer: YES"
14176,37703,Fluoxetine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR2C', 'Fluoxetine']",0.0007168075898548,"Question: Is neurotic disorder an indication for Fluoxetine?
Answer: YES"
14321,32974,Levodopa,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'DRD2', 'Levodopa']",0.0034112381145765,"Question: Is atypical juvenile parkinsonism an indication for Levodopa?
Answer: YES"
15193,30093,Rotigotine,parkinsonian-pyramidal syndrome,disease-phenotype-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'Rigidity', 'CYP2D6', 'Rotigotine']",0.0020152482093811,"Question: Is parkinsonian-pyramidal syndrome an indication for Rotigotine?
Answer: YES"
15038,37743,Daclatasvir,hepatitis C virus infection,disease-protein-drug,indication,"['hepatitis C virus infection', 'CYP3A4', 'Daclatasvir']",0.0004459727757857,"Question: Is hepatitis C virus infection an indication for Daclatasvir?
Answer: YES"
15124,28801,Biperiden,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'CHRM1', 'Biperiden']",0.0029311836534633,"Question: Is juvenile onset Parkinson disease 19A an indication for Biperiden?
Answer: YES"
15492,35966,Estramustine,prostate cancer,disease-protein-drug,indication,"['prostate cancer', 'ESR2', 'Estramustine']",0.0006381256076637,"Question: Is prostate cancer an indication for Estramustine?
Answer: YES"
14543,83760,Desipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A2', 'Desipramine']",0.0005892429441569,"Question: Is dysthymic disorder an indication for Desipramine?
Answer: YES"
15222,83841,Levomilnacipran,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'SLC6A4', 'Levomilnacipran']",0.0007325429826621,"Question: Is endogenous depression an indication for Levomilnacipran?
Answer: YES"
14476,84094,Testosterone cypionate,premature menopause,disease-protein-drug,indication,"['premature menopause', 'CYP2C19', 'Testosterone cypionate']",0.0008606549570453,"Question: Is premature menopause an indication for Testosterone cypionate?
Answer: YES"
14306,36330,Pioglitazone,hepatic porphyria,disease-protein-drug,contraindication,"['hepatic porphyria', 'ALAD', 'Pioglitazone']",0.0008108370565868,"Question: Is hepatic porphyria an indication for Pioglitazone?
Answer: NO"
15116,83841,Paroxetine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'DRD5', 'Paroxetine']",0.0009382574622538,"Question: Is endogenous depression an indication for Paroxetine?
Answer: YES"
14375,37743,Telaprevir,hepatitis C virus infection,disease-protein-drug,indication,"['hepatitis C virus infection', 'CYP3A4', 'Telaprevir']",0.0004534790018636,"Question: Is hepatitis C virus infection an indication for Telaprevir?
Answer: YES"
15117,83760,Trimipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2C19', 'Trimipramine']",0.0006251347496488,"Question: Is dysthymic disorder an indication for Trimipramine?
Answer: YES"
14275,33077,Doxorubicin,Hodgkins lymphoma,disease-phenotype-protein-drug,indication,"['Hodgkins lymphoma', 'Hepatomegaly', 'ALB', 'Doxorubicin']",0.0048592463543031,"Question: Is Hodgkins lymphoma an indication for Doxorubicin?
Answer: YES"
14540,27933,Amoxapine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'CYP2D6', 'Amoxapine']",0.0020797252935744,"Question: Is anxiety disorder an indication for Amoxapine?
Answer: YES"
14904,32759,Safinamide,hemiparkinsonism-hemiatrophy syndrome,disease-protein-drug,indication,"['hemiparkinsonism-hemiatrophy syndrome', 'MAOB', 'Safinamide']",0.0005576181765001,"Question: Is hemiparkinsonism-hemiatrophy syndrome an indication for Safinamide?
Answer: YES"
14338,27468,Colchicine,X-linked severe congenital neutropenia,disease-protein-drug,contraindication,"['X-linked severe congenital neutropenia', 'NQO2', 'Colchicine']",0.0006923302369523,"Question: Is X-linked severe congenital neutropenia an indication for Colchicine?
Answer: NO"
15094,83841,Mirtazapine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'HTR2C', 'Mirtazapine']",0.0004708783200254,"Question: Is endogenous depression an indication for Mirtazapine?
Answer: YES"
14633,28313,Lumateperone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'DRD2', 'Lumateperone']",0.0009320749042784,"Question: Is schizophrenia an indication for Lumateperone?
Answer: YES"
14194,35970,Methotrexate,lymphoma,disease-protein-drug,indication,"['lymphoma', 'FPGS', 'Methotrexate']",0.0017432609395925,"Question: Is lymphoma an indication for Methotrexate?
Answer: YES"
14176,38957,Fluoxetine,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'HTR2C', 'Fluoxetine']",0.0007067093868384,"Question: Is major depressive disorder an indication for Fluoxetine?
Answer: YES"
15138,27933,Selegiline,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'CYP2C19', 'Selegiline']",0.0007148866458625,"Question: Is anxiety disorder an indication for Selegiline?
Answer: YES"
15036,32617,Olaparib,hereditary breast ovarian cancer syndrome,disease-protein-drug,indication,"['hereditary breast ovarian cancer syndrome', 'CYP3A4', 'Olaparib']",0.0009042322684859,"Question: Is hereditary breast ovarian cancer syndrome an indication for Olaparib?
Answer: YES"
15148,27933,Escitalopram,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'CYP2D6', 'Escitalopram']",0.0019465200369197,"Question: Is anxiety disorder an indication for Escitalopram?
Answer: YES"
