drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,score,prefix
15089.0,27933.0,Codeine,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'OPRM1', 'Codeine']",0.001340594611523,"Question: Is anxiety disorder an indication for Codeine?
Answer: NO"
17270.0,31408.0,Pimavanserin,X-linked parkinsonism-spasticity syndrome,disease-phenotype-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'Seizure', 'DRD2', 'Pimavanserin']",0.0032227100973312,"Question: Is X-linked parkinsonism-spasticity syndrome an indication for Pimavanserin?
Answer: YES"
14880.0,30035.0,Nicotine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'CHRNA3', 'Nicotine']",0.0011045753250974,"Question: Is substance abuse/dependence an indication for Nicotine?
Answer: NO"
14287.0,32584.0,Ibuprofen,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,disease-phenotype-protein-drug,contraindication,"['inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency', 'Vomiting', 'ABCB1', 'Ibuprofen']",0.0025909594641117,"Question: Is inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency an indication for Ibuprofen?
Answer: NO"
15311.0,32456.0,Primidone,cutis verticis gyrata,disease-phenotype-protein-drug,indication,"['cutis verticis gyrata', 'Seizure', 'CHRNA7', 'Primidone']",0.0034607203424283,"Question: Is cutis verticis gyrata an indication for Primidone?
Answer: YES"
14984.0,36229.0,Felodipine,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'ABCB1', 'Felodipine']",0.0015191981755102,"Question: Is agranulocytosis an indication for Felodipine?
Answer: NO"
15290.0,28536.0,Anagrelide,thrombocythemia,disease-phenotype-protein-drug,indication,"['thrombocythemia', 'Splenomegaly', 'CYP1A2', 'Anagrelide']",0.0020627877118487,"Question: Is thrombocythemia an indication for Anagrelide?
Answer: YES"
14208.0,36634.0,Testosterone,liver cancer,disease-protein-drug,contraindication,"['liver cancer', 'CYP2B6', 'Testosterone']",0.0010063839714204,"Question: Is liver cancer an indication for Testosterone?
Answer: NO"
,,,,,,,,"Question: Is cirrhosis of liver an indication for Monopotassium phosphate?
Answer: NO"
15987.0,29078.0,Choline magnesium trisalicylate,rheumatoid arthritis,disease-phenotype-protein-drug,indication,"['rheumatoid arthritis', 'Fever', 'PTGS2', 'Choline magnesium trisalicylate']",0.0024738703163637,"Question: Is rheumatoid arthritis an indication for Choline magnesium trisalicylate?
Answer: YES"
14326.0,39531.0,Darunavir,liver failure,disease-protein-drug,contraindication,"['liver failure', 'ORM1', 'Darunavir']",0.0004077288626607,"Question: Is liver failure an indication for Darunavir?
Answer: NO"
16506.0,30813.0,Pentazocine,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Seizure', 'SIGMAR1', 'Pentazocine']",0.0028550327232913,"Question: Is Addison disease an indication for Pentazocine?
Answer: NO"
14336.0,31493.0,Ephedrine,pancreatitis,disease-protein-drug,contraindication,"['pancreatitis', 'ALB', 'Ephedrine']",0.0020845655795861,"Question: Is pancreatitis an indication for Ephedrine?
Answer: NO"
14490.0,27292.0,Zinc chloride,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Splenomegaly', 'HBB', 'Zinc chloride']",0.0035473996101689,"Question: Is glycogen storage disease an indication for Zinc chloride?
Answer: NO"
14155.0,31116.0,Gefitinib,lung cancer,disease-protein-drug,indication,"['lung cancer', 'EGFR', 'Gefitinib']",0.0007065255497709,"Question: Is lung cancer an indication for Gefitinib?
Answer: YES"
14220.0,28801.0,Apomorphine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'HTR1A', 'Apomorphine']",0.0036102036398095,"Question: Is juvenile onset Parkinson disease 19A an indication for Apomorphine?
Answer: YES"
15078.0,30035.0,Tramadol,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'OPRK1', 'Tramadol']",0.0009646553514367,"Question: Is substance abuse/dependence an indication for Tramadol?
Answer: NO"
14999.0,38928.0,Quetiapine,metabolic syndrome,disease-protein-drug,contraindication,"['metabolic syndrome', 'HTR2C', 'Quetiapine']",0.0005976585701459,"Question: Is metabolic syndrome an indication for Quetiapine?
Answer: NO"
14178.0,27655.0,Chlorpromazine,familial long QT syndrome,disease-phenotype-protein-drug,contraindication,"['familial long QT syndrome', 'Seizure', 'DRD3', 'Chlorpromazine']",0.0032668530923275,"Question: Is familial long QT syndrome an indication for Chlorpromazine?
Answer: NO"
20147.0,37703.0,Setiptiline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR2A', 'Setiptiline']",0.0007732138368574,"Question: Is neurotic disorder an indication for Setiptiline?
Answer: YES"
16434.0,38003.0,Acetophenazine,basal ganglia disease,disease-protein-drug,contraindication,"['basal ganglia disease', 'DRD2', 'Acetophenazine']",0.0009279562324487,"Question: Is basal ganglia disease an indication for Acetophenazine?
Answer: NO"
14229.0,35764.0,Tretinoin,kidney disease,disease-protein-drug,contraindication,"['kidney disease', 'ALB', 'Tretinoin']",0.0032810407439125,"Question: Is kidney disease an indication for Tretinoin?
Answer: NO"
14993.0,83760.0,Phenobarbital,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'GRIN2A', 'Phenobarbital']",0.0010767085137886,"Question: Is dysthymic disorder an indication for Phenobarbital?
Answer: NO"
14581.0,35641.0,Cocaine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'SIGMAR1', 'Cocaine']",0.0006372753927657,"Question: Is epilepsy an indication for Cocaine?
Answer: NO"
15892.0,33622.0,Ferric maltol,microcytic anemia,disease-protein-drug,indication,"['microcytic anemia', 'SLC11A2', 'Ferric maltol']",0.0006070836352173,"Question: Is microcytic anemia an indication for Ferric maltol?
Answer: YES"
14787.0,27292.0,Flutamide,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Hepatomegaly', 'AHR', 'Flutamide']",0.0022206783263195,"Question: Is glycogen storage disease an indication for Flutamide?
Answer: NO"
,,,,,,,,"Question: Is pseudotumor cerebri an indication for Thiopental?
Answer: YES"
14314.0,30813.0,Naloxone,Addison disease,disease-phenotype-protein-drug,contraindication,"['Addison disease', 'Seizure', 'OPRM1', 'Naloxone']",0.0036998158137651,"Question: Is Addison disease an indication for Naloxone?
Answer: NO"
16011.0,30035.0,Loxapine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'ADRA2A', 'Loxapine']",0.0006449453148735,"Question: Is substance abuse/dependence an indication for Loxapine?
Answer: NO"
15132.0,35641.0,Hydrocodone,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'OPRM1', 'Hydrocodone']",0.0010947760966513,"Question: Is epilepsy an indication for Hydrocodone?
Answer: NO"
14898.0,33605.0,Phenylpropanolamine,hypotensive disorder,disease-protein-drug,contraindication,"['hypotensive disorder', 'ADRA2A', 'Phenylpropanolamine']",0.0005383075477203,"Question: Is hypotensive disorder an indication for Phenylpropanolamine?
Answer: NO"
16347.0,84087.0,Ferrous fumarate,iron deficiency anemia,disease-protein-drug,indication,"['iron deficiency anemia', 'TFRC', 'Ferrous fumarate']",0.0013771284831157,"Question: Is iron deficiency anemia an indication for Ferrous fumarate?
Answer: YES"
14670.0,29182.0,Drospirenone,systemic lupus erythematosus (disease),disease-protein-drug,contraindication,"['systemic lupus erythematosus (disease)', 'PTGS2', 'Drospirenone']",0.0014346898008161,"Question: Is systemic lupus erythematosus (disease) an indication for Drospirenone?
Answer: NO"
15147.0,35641.0,Orphenadrine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'SLC6A2', 'Orphenadrine']",0.0005577818563654,"Question: Is epilepsy an indication for Orphenadrine?
Answer: NO"
15148.0,83841.0,Escitalopram,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'HTR2C', 'Escitalopram']",0.0005097337889677,"Question: Is endogenous depression an indication for Escitalopram?
Answer: YES"
14962.0,28456.0,Trazodone,nephrogenic syndrome of inappropriate antidiuresis,disease-phenotype-protein-drug,contraindication,"['nephrogenic syndrome of inappropriate antidiuresis', 'Seizure', 'HTR1A', 'Trazodone']",0.0032645767341233,"Question: Is nephrogenic syndrome of inappropriate antidiuresis an indication for Trazodone?
Answer: NO"
15093.0,28396.0,Clozapine,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Rigidity', 'CYP2D6', 'Clozapine']",0.0022791114894146,"Question: Is multiple system atrophy an indication for Clozapine?
Answer: NO"
15135.0,38682.0,Cinacalcet,nephrocalcinosis,disease-protein-drug,contraindication,"['nephrocalcinosis', 'CASR', 'Cinacalcet']",0.0004382581178489,"Question: Is nephrocalcinosis an indication for Cinacalcet?
Answer: NO"
15181.0,27933.0,Phenacetin,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'CYP2C9', 'Phenacetin']",0.0007855945131181,"Question: Is anxiety disorder an indication for Phenacetin?
Answer: NO"
14282.0,29182.0,Irbesartan,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,contraindication,"['systemic lupus erythematosus (disease)', 'Thrombocytopenia', 'ALB', 'Irbesartan']",0.0028828831204279,"Question: Is systemic lupus erythematosus (disease) an indication for Irbesartan?
Answer: NO"
14193.0,33683.0,Hydroxyzine,urticaria (disease),disease-protein-drug,indication,"['urticaria (disease)', 'ALB', 'Hydroxyzine']",0.0018168552295349,"Question: Is urticaria (disease) an indication for Hydroxyzine?
Answer: YES"
15074.0,36693.0,Amphetamine,substance-related disorder,disease-protein-drug,contraindication,"['substance-related disorder', 'SLC22A3', 'Amphetamine']",0.0007197173370813,"Question: Is substance-related disorder an indication for Amphetamine?
Answer: NO"
14198.0,33575.0,Clonidine,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'CYP1A2', 'Clonidine']",0.0011190981260633,"Question: Is diabetes mellitus (disease) an indication for Clonidine?
Answer: NO"
14686.0,32384.0,Clomifene,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Hyperkalemia', 'CYP17A1', 'Clomifene']",0.0026052559715036,"Question: Is adrenal insufficiency an indication for Clomifene?
Answer: NO"
,,,,,,,,"Question: Is arthropathy an indication for Ibuprofen?
Answer: YES"
15739.0,83856.0,Ivosidenib,acute myeloid leukemia with CEBPA somatic mutations,disease-protein-drug,indication,"['acute myeloid leukemia with CEBPA somatic mutations', 'IDH1', 'Ivosidenib']",0.0007582791276713,"Question: Is acute myeloid leukemia with CEBPA somatic mutations an indication for Ivosidenib?
Answer: YES"
14275.0,28830.0,Doxorubicin,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'NQO1', 'Doxorubicin']",0.0023575064671374,"Question: Is leukemia, lymphocytic, susceptibility to an indication for Doxorubicin?
Answer: YES"
14171.0,31618.0,Meperidine,congenital central hypoventilation syndrome,disease-phenotype-protein-drug,contraindication,"['congenital central hypoventilation syndrome', 'Hypoventilation', 'OPRM1', 'Meperidine']",0.0012983908466537,"Question: Is congenital central hypoventilation syndrome an indication for Meperidine?
Answer: NO"
14211.0,36634.0,Estrone,liver cancer,disease-protein-drug,contraindication,"['liver cancer', 'CYP1A2', 'Estrone']",0.00121884885213,"Question: Is liver cancer an indication for Estrone?
Answer: NO"
14483.0,83820.0,Estradiol valerate,maligant granulosa cell tumor of ovary,disease-protein-drug,contraindication,"['maligant granulosa cell tumor of ovary', 'CYP1B1', 'Estradiol valerate']",0.0012544919431194,"Question: Is maligant granulosa cell tumor of ovary an indication for Estradiol valerate?
Answer: NO"
,,,,,,,,"Question: Is familial glucocorticoid deficiency an indication for Triprolidine?
Answer: NO"
14387.0,33575.0,Methyltestosterone,diabetes mellitus (disease),disease-phenotype-protein-drug,contraindication,"['diabetes mellitus (disease)', 'Maternal diabetes', 'CYP19A1', 'Methyltestosterone']",0.0013309142944399,"Question: Is diabetes mellitus (disease) an indication for Methyltestosterone?
Answer: NO"
15452.0,36229.0,Rifabutin,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'ABCB1', 'Rifabutin']",0.0013067811503894,"Question: Is agranulocytosis an indication for Rifabutin?
Answer: NO"
14413.0,33688.0,Nintedanib,non-small cell lung carcinoma (disease),disease-protein-drug,indication,"['non-small cell lung carcinoma (disease)', 'FGFR1', 'Nintedanib']",0.0006872096294082,"Question: Is non-small cell lung carcinoma (disease) an indication for Nintedanib?
Answer: YES"
